imap_uid,mid,header_flag,header_score,header_level,header_status,SA_flag,SA_score,AS_flag,AS_score
14,<1415323197194.4e0c5a9c@Nodemailer>,NO,-0.999,,"No, score=-0.999 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, HTML_MESSAGE=0.001, SPF_PASS=-0.001] autolearn=no",False,-1.9,False,0.49999999999999784
15,<309B8135-449C-42B7-B743-EEBFE8BD7014@gmail.com>,NO,-1.998,,"No, score=-1.998 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
16,<2BD2E3E4-E91E-4849-A796-F31AE4BCBADF@amsl.com>,NO,-0.595,,"No, score=-0.595 tagged_above=-999 required=5 tests=[BAYES_40=-0.001, HTML_MESSAGE=0.001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.49999999999999784
17,<FF3DEADC-7736-49AA-A5CD-CFB3706DEFE6@patriot.net>,NO,-0.979,,"No, score=-0.979 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001, URIBL_RHS_DOB=1.514] autolearn=ham",False,-2.0,False,0.49999999999999784
18,<6E8E6250-08B9-4FBA-946A-004C7CE46332@sbcglobal.net>,NO,2.214,**,"No, score=2.214 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, RCVD_IN_DNSWL_NONE=-0.0001, URIBL_RHS_DOB=1.514] autolearn=no",False,-1.9,False,0.15960297761042466
19,<56139F98-3893-4F18-9B38-81931707E187@gmail.com>,NO,-0.101,,"No, score=-0.101 tagged_above=-999 required=5 tests=[BAYES_40=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
20,<20141109190640.6508694.41634.3110@gmail.com>,NO,-1.749,,"No, score=-1.749 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
21,<85677100-B684-4FB5-896B-E8410E2CC478@gmail.com>,NO,-2,,"No, score=-2 tagged_above=-999 required=5 tests=[BAYES_00=-1.9,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
22,<8F35491E-CA0F-407A-A5A3-8AA447D03F09@mcwessels.org>,YES,9.858,*********,"Yes, score=9.858 tagged_above=-999 required=5 tests=[BAYES_05=-0.5, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=no",False,-2.0,False,0.669270692071739
23,<DB425164-2B6C-42B8-B657-3DC4E7EE6077@sbcglobal.net>,YES,11.059,***********,"Yes, score=11.059 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.669270692071739
24,<C99DC15E-467C-4CD3-84E0-CC8E650B52E2@mcwessels.org>,YES,10.357,**********,"Yes, score=10.357 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=no",False,0.3,False,0.669270692071739
25,<065B922C-6B12-4328-9CDD-FF525B483D6B@gmail.com>,NO,-2,,"No, score=-2 tagged_above=-999 required=5 tests=[BAYES_00=-1.9,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
26,<014401cffc90$610c4d00$2324e700$@prodigy.net>,NO,-0.599,,"No, score=-0.599 tagged_above=-999 required=5 tests=[BAYES_05=-0.5, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=ham",False,-1.9,False,0.49999999999999784
27,<023301cffc90$d783e830$868bb890$@prodigy.net>,YES,11.058,***********,"Yes, score=11.058 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, HTML_MESSAGE=0.001, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.8923203972144867
28,<D8DB9BE5-395A-48BD-BEDE-368BA73F0FAE@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,2.2,False,0.49999999999999784
29,<FCF2C005-8C11-42D4-A870-C105C148B98F@sbcglobal.net>,NO,-0.101,,"No, score=-0.101 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=ham",False,-1.9,False,0.49999999999999784
30,,YES,10.563,**********,"Yes, score=10.563 tagged_above=-999 required=5 tests=[BAYES_50=0.8, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001] autolearn=no",False,-2.0,True,0.9437233545620936
31,<B93202F5-6FC1-4527-912C-BE5752B32A04@sbcglobal.net>,YES,11.059,***********,"Yes, score=11.059 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,True,0.9713752688673561
32,<ABEB09E4-38BA-44DD-9A08-505A2CDC3922@yahoo.com>,YES,11.465,***********,"Yes, score=11.465 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=no",False,-0.9,True,0.9856468707347077
33,<563EC4D5-FDC6-4565-9C55-B423AE0B5F90@patriot.net>,NO,0.749,,"No, score=0.749 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
34,<4C409D26-30F7-45D3-9C56-D6866A7FF5F5@sbcglobal.net>,NO,1.3,*,"No, score=1.3 tagged_above=-999 required=5 tests=[BAYES_50=0.8,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, J_CHICKENPOX_81=0.6, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.49999999999999784
35,<4D820ED0-01E2-47D6-9DED-0D72A24C59B4@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
36,<CAOtqqvKqTVCO0QP=8REpQdJaXzsR6FQQ16iRHCCb44Fu_hYJQg@mail.gmail.com>,YES,12.308,************,"Yes, score=12.308 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, HTML_MESSAGE=0.001, SPF_PASS=-0.001] autolearn=no",False,-0.6,True,0.9856468707347077
37,<54DDAA52-12AE-4847-A6D0-E4104E051032@yahoo.com>,YES,11.465,***********,"Yes, score=11.465 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=no",False,-0.9,True,0.992855331293156
38,<E38A3F08-289D-4415-B1F6-4CE17A10D1FE@yahoo.com>,YES,11.465,***********,"Yes, score=11.465 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FB_NUMYO=10.357, FREEMAIL_FROM=0.001, FREEMAIL_REPLY=1, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=no",False,-0.9,True,0.992855331293156
39,<97D4AEE7-36F2-456D-B5CF-7C682BC0FD85@mcwessels.org>,YES,10.357,**********,"Yes, score=10.357 tagged_above=-999 required=5 tests=[BAYES_20=-0.001, FB_NUMYO=10.357, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=no",False,-2.0,True,0.9437233545620936
40,<CCCA70A8-F45E-46AD-BC8E-0DA2C8C8251C@gmail.com>,NO,-1.399,,"No, score=-1.399 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=no",False,-1.9,False,0.49999999999999784
41,<126FA1BA-4F4C-44A9-8E97-C903479B8D29@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
42,<76341EAC-38A3-401E-B0E3-E174DFC259CB@gmail.com>,NO,0,,"No, score=0 tagged_above=-999 required=5 tests=[BAYES_05=-0.5,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.9,False,0.49999999999999784
43,<173450B3-3313-458F-83CF-C84054400FA2@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
44,<54F911F5-982C-4488-B924-2B9DEB83884C@yahoo.com>,NO,0.706,,"No, score=0.706 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=ham",False,-0.9,False,0.49999999999999784
45,<001901cffd4c$a5c69330$f153b990$@comcast.net>,NO,0.707,,"No, score=0.707 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, J_CHICKENPOX_24=0.6, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=ham",False,1.0,False,0.17939850995102524
46,<B3709CDA-9B0F-4D19-BD4C-44EBD89A1C95@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
47,<1415725125.22844.YahooMailBasic@web140703.mail.bf1.yahoo.com>,NO,-0.095,,"No, score=-0.095 tagged_above=-999 required=5 tests=[BAYES_40=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=ham",False,1.0,False,0.49999999999999784
48,<081b01cffdd9$b7948c10$26bda430$@prodigy.net>,NO,-1.4,,"No, score=-1.4 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, J_CHICKENPOX_81=0.6, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.49999999999999784
49,<4E9FD58F-4D69-43B7-98EB-363965C990D5@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
50,<66A5CBA2-5976-40D3-A3E7-21DAEF31653D@gmail.com>,NO,-1.75,,"No, score=-1.75 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
51,<FF03E1D8-9493-4B72-9969-70E9F5A421BC@gmail.com>,NO,-1.399,,"No, score=-1.399 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=no",False,-1.9,False,0.49999999999999784
52,<10FD5C85-8088-45BC-AB1B-8501A131132A@gmail.com>,NO,-1.15,,"No, score=-1.15 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
53,<15C98F56-83FB-4398-B55E-1D685C931B57@yahoo.com>,NO,-0.094,,"No, score=-0.094 tagged_above=-999 required=5 tests=[BAYES_40=-0.001, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, J_CHICKENPOX_81=0.6, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_PASS=-0.001] autolearn=ham",False,-0.9,False,0.49999999999999784
54,<CAHvBT_=TVhv8ZhLiHYJxKhFnMk=MGfg-oHAbwP2kchkqtK=XpA@mail.gmail.com>,NO,-1.399,,"No, score=-1.399 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-0.9,False,0.49999999999999784
55,<262EFAC3-C568-46E5-A663-37A1FC4B6572@gmail.com>,NO,-1.149,,"No, score=-1.149 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_ENVFROM_END_DIGIT=0.25, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, J_CHICKENPOX_81=0.6, SPF_PASS=-0.001] autolearn=no",False,-1.6,False,0.49999999999999784
56,<A335D970-60C3-4395-B9CF-7F5FDA5C9664@gmail.com>,NO,-2,,"No, score=-2 tagged_above=-999 required=5 tests=[BAYES_00=-1.9,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
57,,NO,-2.496,,"No, score=-2.496 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, RCVD_IN_DNSWL_NONE=-0.0001, RP_MATCHES_RCVD=-0.594, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001] autolearn=ham",False,-2.0,False,0.49999999999999784
58,<344401CA-E007-4FA5-820A-A61B09A195F6@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,2.2,False,0.49999999999999784
59,<EEE2F003-4862-481C-B64E-F6554026B445@gmail.com>,NO,-1.998,,"No, score=-1.998 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
60,<93D28C56-EAD6-4626-8BAD-81D7BD924E38@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, RCVD_IN_DNSWL_NONE=-0.0001, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,2.2,False,0.49999999999999784
61,<48C85C8E-3BF7-46E9-ABBB-BB2A3E1AA96F@isoc.org>,NO,-101.902,,"No, score=-101.902 tagged_above=-999 required=5 tests=[BAYES_00=-1.9, RCVD_IN_DNSWL_NONE=-0.0001, SPF_HELO_PASS=-0.001, SPF_PASS=-0.001, USER_IN_WHITELIST=-100] autolearn=ham",False,3.5,False,0.49999999999999784
62,<00b601cffebe$7329e300$597da900$@sbcglobal.net>,NO,1.3,*,"No, score=1.3 tagged_above=-999 required=5 tests=[BAYES_50=0.8,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, J_CHICKENPOX_61=0.6, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.49999999999999784
63,<C49B536D-892B-4CCA-B01C-91326C32AD45@gmail.com>,NO,-2,,"No, score=-2 tagged_above=-999 required=5 tests=[BAYES_00=-1.9,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, FREEMAIL_FROM=0.001, SPF_PASS=-0.001] autolearn=ham",False,-1.9,False,0.49999999999999784
64,<00e001cffee2$26006da0$720148e0$@sbcglobal.net>,NO,1.3,*,"No, score=1.3 tagged_above=-999 required=5 tests=[BAYES_50=0.8,  DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, J_CHICKENPOX_61=0.6, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=no",False,-1.9,False,0.49999999999999784
65,<087A32C2-E26C-4AA2-9DEE-23A8C4A1FAA5@sbcglobal.net>,NO,1.51,*,"No, score=1.51 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, J_CHICKENPOX_61=0.6, RCVD_IN_DNSWL_NONE=-0.0001, T_DKIM_INVALID=0.01] autolearn=no",False,-1.9,False,0.15960297761042466
66,<DB7A6E05-267C-4502-B034-660B9CA78D42@sbcglobal.net>,NO,0.702,,"No, score=0.702 tagged_above=-999 required=5 tests=[BAYES_50=0.8, DKIM_SIGNED=0.1, DKIM_VALID=-0.1, DKIM_VALID_AU=-0.1, HTML_MESSAGE=0.001, MIME_QP_LONG_LINE=0.001, RCVD_IN_DNSWL_NONE=-0.0001] autolearn=ham",False,-1.9,False,0.49999999999999784
